DateTime,Hour,Is_Peak_Hour,Actual_Load_kW,Forecast_Mean_kW,Forecast_Q67_kW,Forecast_Q75_kW,Forecast_S3_Adaptive,Forecast_Strategy,Deviation_kW,Penalty_S3_INR,Under_Pct_atPeak,C2_Violation,Forecast_Direction
2021-05-01 00:00:00,0,0,1497.595644,1530.770310361022,1529.5843949940647,1534.036327926655,1529.5843949940647,Q67,-31.98875099406473,15.994375497032365,,False,Over-forecast
2021-05-01 00:15:00,0,0,1486.8316,1502.7526689255146,1507.5004155723414,1509.1546348503396,1507.5004155723414,Q67,-20.668815572341373,10.334407786170686,,False,Over-forecast
2021-05-01 00:30:00,0,0,1471.433672,1476.2250374777018,1481.7183003519256,1484.0454719453116,1481.7183003519256,Q67,-10.284628351925676,5.142314175962838,,False,Over-forecast
2021-05-01 00:45:00,0,0,1450.29198,1448.3541665203568,1448.277645177294,1451.004339461613,1448.277645177294,Q67,2.014334822705905,2.014334822705905,,False,Under-forecast
2021-05-01 01:00:00,1,0,1426.577508,1414.8325375628986,1420.0821639834317,1420.4755355879547,1420.0821639834317,Q67,6.495344016568424,6.495344016568424,,False,Under-forecast
2021-05-01 01:15:00,1,0,1401.945804,1388.8918867388793,1396.469845356157,1386.543134868943,1396.469845356157,Q67,5.475958643842887,5.475958643842887,,False,Under-forecast
2021-05-01 01:30:00,1,0,1375.595868,1357.0932958981568,1361.48013036488,1358.2418046035525,1361.48013036488,Q67,14.115737635120013,14.115737635120013,,False,Under-forecast
2021-05-01 01:45:00,1,0,1350.70386,1331.174397166848,1332.5030373668108,1331.3468583183574,1332.5030373668108,Q67,18.20082263318932,18.20082263318932,,False,Under-forecast
2021-05-01 02:00:00,2,0,1327.880756,1311.437784484457,1311.9914488753168,1314.6000923233423,1311.9914488753168,Q67,15.889307124683228,15.889307124683228,,False,Under-forecast
2021-05-01 02:15:00,2,0,1306.418524,1290.2495163105004,1289.8285583450013,1291.9627577520332,1289.8285583450013,Q67,16.58996565499865,16.58996565499865,,False,Under-forecast
2021-05-01 02:30:00,2,0,1284.294708,1271.8182602299644,1269.8241362431895,1272.2841619086114,1269.8241362431895,Q67,14.470571756810386,14.470571756810386,,False,Under-forecast
2021-05-01 02:45:00,2,0,1266.018112,1251.1490064112484,1250.3486213242286,1253.3486643250626,1250.3486213242286,Q67,15.669490675771385,15.669490675771385,,False,Under-forecast
2021-05-01 03:00:00,3,0,1247.148648,1232.415249085787,1232.304652072809,1233.733244225284,1232.304652072809,Q67,14.843995927191145,14.843995927191145,,False,Under-forecast
2021-05-01 03:15:00,3,0,1230.41594,1212.5652826064986,1215.766252681148,1214.443138255768,1215.766252681148,Q67,14.649687318852102,14.649687318852102,,False,Under-forecast
2021-05-01 03:30:00,3,0,1213.721488,1196.0492971402464,1198.3404834154871,1197.9183917243806,1198.3404834154871,Q67,15.381004584512766,15.381004584512766,,False,Under-forecast
2021-05-01 03:45:00,3,0,1198.5324,1182.6031325723502,1182.0167529133505,1183.7212794322145,1182.0167529133505,Q67,16.51564708664955,16.51564708664955,,False,Under-forecast
2021-05-01 04:00:00,4,0,1183.920584,1170.011164531791,1170.4112181896612,1171.7252291031975,1170.4112181896612,Q67,13.50936581033875,13.50936581033875,,False,Under-forecast
2021-05-01 04:15:00,4,0,1172.749356,1158.906215935358,1156.21430937788,1160.5273863694797,1156.21430937788,Q67,16.535046622120035,16.535046622120035,,False,Under-forecast
2021-05-01 04:30:00,4,0,1164.010588,1146.7123666852845,1149.5765687205246,1152.7010518911366,1149.5765687205246,Q67,14.434019279475478,14.434019279475478,,False,Under-forecast
2021-05-01 04:45:00,4,0,1161.146516,1151.5153213698534,1151.5396778684487,1151.2309540229812,1151.5396778684487,Q67,9.606838131551285,9.606838131551285,,False,Under-forecast
2021-05-01 05:00:00,5,0,1164.126048,1155.2619185975382,1159.1735651368356,1157.9704587013712,1159.1735651368356,Q67,4.952482863164505,4.952482863164505,,False,Under-forecast
2021-05-01 05:15:00,5,0,1165.520304,1160.5143815010138,1162.5807349012568,1163.5880026544617,1162.5807349012568,Q67,2.93956909874305,2.93956909874305,,False,Under-forecast
2021-05-01 05:30:00,5,0,1166.9248,1166.7307528591527,1167.6652630338078,1169.8133618076515,1167.6652630338078,Q67,-0.7404630338078277,0.37023151690391387,,False,Over-forecast
2021-05-01 05:45:00,5,0,1158.7464,1157.5011952711038,1160.4477045650972,1160.5876566260736,1160.4477045650972,Q67,-1.701304565097189,0.8506522825485945,,False,Over-forecast
2021-05-01 06:00:00,6,0,1149.273608,1145.3685468973042,1146.0243835706465,1146.9907101625472,1146.0243835706465,Q67,3.2492244293534895,3.2492244293534895,,False,Under-forecast
2021-05-01 06:15:00,6,0,1130.91024,1121.4778787914024,1125.3722979995923,1121.719629065061,1125.3722979995923,Q67,5.537942000407611,5.537942000407611,,False,Under-forecast
2021-05-01 06:30:00,6,0,1108.598828,1092.5091808584737,1093.7496301505885,1092.3105020270473,1093.7496301505885,Q67,14.84919784941144,14.84919784941144,,False,Under-forecast
2021-05-01 06:45:00,6,0,1092.795,1077.6948481453028,1076.5018511126293,1083.218292873397,1076.5018511126293,Q67,16.293148887370762,16.293148887370762,,False,Under-forecast
2021-05-01 07:00:00,7,0,1080.990968,1066.3388027013775,1064.250414212197,1069.3608232699637,1064.250414212197,Q67,16.740553787803037,16.740553787803037,,False,Under-forecast
2021-05-01 07:15:00,7,0,1075.563972,1069.431153172737,1071.4615425008524,1075.564939843085,1071.4615425008524,Q67,4.102429499147547,4.102429499147547,,False,Under-forecast
2021-05-01 07:30:00,7,0,1074.126748,1079.6758572113267,1079.4920408690198,1083.026703558834,1079.4920408690198,Q67,-5.365292869019868,2.682646434509934,,False,Over-forecast
2021-05-01 07:45:00,7,0,1073.236392,1095.747215230435,1100.496557471936,1100.1523376351834,1100.496557471936,Q67,-27.260165471936034,13.630082735968017,,False,Over-forecast
2021-05-01 08:00:00,8,0,1073.355328,1118.282692193338,1115.7720023733723,1115.3544330572154,1115.7720023733723,Q67,-42.41667437337219,21.208337186686094,,False,Over-forecast
2021-05-01 08:15:00,8,0,1080.418488,1142.6568136214992,1142.3922487648963,1145.2981338123373,1142.3922487648963,Q67,-61.97376076489627,30.986880382448135,,False,Over-forecast
2021-05-01 08:30:00,8,0,1089.253228,1170.693316608956,1167.4595918766734,1173.1894620102323,1167.4595918766734,Q67,-78.20636387667332,39.10318193833666,,False,Over-forecast
2021-05-01 08:45:00,8,0,1096.473796,1195.1026941682417,1203.6217268736211,1199.2806295779956,1203.6217268736211,Q67,-107.14793087362114,53.57396543681057,,False,Over-forecast
2021-05-01 09:00:00,9,0,1104.577524,1222.5184079418298,1225.6314322891812,1226.101793213987,1225.6314322891812,Q67,-121.05390828918121,60.526954144590604,,False,Over-forecast
2021-05-01 09:15:00,9,0,1113.87958,1251.798311315822,1254.4066012842288,1259.0520468322063,1254.4066012842288,Q67,-140.5270212842288,70.2635106421144,,False,Over-forecast
2021-05-01 09:30:00,9,0,1123.139412,1280.0709820030045,1274.8086421858147,1278.87127455979,1274.8086421858147,Q67,-151.66923018581474,75.83461509290737,,False,Over-forecast
2021-05-01 09:45:00,9,0,1130.711092,1303.65633285401,1299.5463217338076,1301.5080597852034,1299.5463217338076,Q67,-168.83522973380764,84.41761486690382,,False,Over-forecast
2021-05-01 10:00:00,10,0,1133.75696,1318.815348003903,1315.3944211175046,1320.9044662697102,1315.3944211175046,Q67,-181.6374611175047,90.81873055875235,,False,Over-forecast
2021-05-01 10:15:00,10,0,1138.83926,1336.1066610682008,1334.6302006133349,1340.3097566275992,1334.6302006133349,Q67,-195.7909406133349,97.89547030666745,,False,Over-forecast
2021-05-01 10:30:00,10,0,1143.964424,1349.5193359731509,1353.037926257711,1360.5196169272604,1353.037926257711,Q67,-209.07350225771097,104.53675112885549,,False,Over-forecast
2021-05-01 10:45:00,10,0,1146.900036,1363.1227076940202,1363.8546529085704,1370.3444389328863,1363.8546529085704,Q67,-216.95461690857042,108.47730845428521,,False,Over-forecast
2021-05-01 11:00:00,11,0,1151.091948,1372.3142444543948,1380.8486650238965,1378.3086228644834,1380.8486650238965,Q67,-229.7567170238965,114.87835851194825,,False,Over-forecast
2021-05-01 11:15:00,11,0,1157.889364,1381.2282624192428,1392.3690949847628,1389.417756312691,1392.3690949847628,Q67,-234.4797309847629,117.23986549238145,,False,Over-forecast
2021-05-01 11:30:00,11,0,1161.387392,1386.244197203616,1394.635382223598,1393.899108144636,1394.635382223598,Q67,-233.24799022359798,116.62399511179899,,False,Over-forecast
2021-05-01 11:45:00,11,0,1163.837024,1389.2756694998243,1390.836518567152,1395.7995046036958,1390.836518567152,Q67,-226.99949456715217,113.49974728357608,,False,Over-forecast
2021-05-01 12:00:00,12,0,1164.342396,1394.1903153882276,1395.079926362223,1395.6911474480394,1395.079926362223,Q67,-230.73753036222297,115.36876518111148,,False,Over-forecast
2021-05-01 12:15:00,12,0,1173.441124,1405.1221797934525,1407.3457077240269,1409.8156926436336,1407.3457077240269,Q67,-233.9045837240269,116.95229186201345,,False,Over-forecast
2021-05-01 12:30:00,12,0,1168.505564,1392.8132885418806,1398.8494802545256,1393.2075939028737,1398.8494802545256,Q67,-230.34391625452554,115.17195812726277,,False,Over-forecast
2021-05-01 12:45:00,12,0,1175.996584,1406.2194510239274,1406.8228957811243,1406.4483199957913,1406.8228957811243,Q67,-230.82631178112433,115.41315589056217,,False,Over-forecast
2021-05-01 13:00:00,13,0,1173.300624,1393.8161289726856,1399.8396578949655,1393.8181234670983,1399.8396578949655,Q67,-226.53903389496554,113.26951694748277,,False,Over-forecast
2021-05-01 13:15:00,13,0,1172.225848,1386.2825931382008,1390.0645712253252,1385.1630858476,1390.0645712253252,Q67,-217.8387232253251,108.91936161266256,,False,Over-forecast
2021-05-01 13:30:00,13,0,1193.095936,1402.3211983345332,1412.7890980985596,1412.7286160668111,1412.7890980985596,Q67,-219.6931620985597,109.84658104927985,,False,Over-forecast
2021-05-01 13:45:00,13,0,1209.868348,1402.3225319098824,1411.6267582083767,1411.288521310815,1411.6267582083767,Q67,-201.75841020837674,100.87920510418837,,False,Over-forecast
2021-05-01 14:00:00,14,0,1218.284644,1408.9866462539617,1411.845813564756,1409.422447843875,1411.845813564756,Q67,-193.56116956475603,96.78058478237801,,False,Over-forecast
2021-05-01 14:15:00,14,0,1230.490448,1432.7900415250597,1429.0810201711129,1437.3422676320392,1429.0810201711129,Q67,-198.59057217111285,99.29528608555643,,False,Over-forecast
2021-05-01 14:30:00,14,0,1242.460696,1439.0110418338809,1438.8633916898,1446.8161695817255,1438.8633916898,Q67,-196.40269568979988,98.20134784489994,,False,Over-forecast
2021-05-01 14:45:00,14,0,1261.33934,1451.095294286309,1456.1053690949057,1461.893438831769,1456.1053690949057,Q67,-194.76602909490566,97.38301454745283,,False,Over-forecast
2021-05-01 15:00:00,15,0,1270.410532,1457.0816370927453,1458.753396193954,1462.4614459208683,1458.753396193954,Q67,-188.3428641939538,94.1714320969769,,False,Over-forecast
2021-05-01 15:15:00,15,0,1269.531964,1451.7362634142594,1453.8130263930805,1459.3177439579572,1453.8130263930805,Q67,-184.28106239308045,92.14053119654022,,False,Over-forecast
2021-05-01 15:30:00,15,0,1262.211128,1437.7739864028397,1440.9973042113809,1440.1216153799946,1440.9973042113809,Q67,-178.78617621138096,89.39308810569048,,False,Over-forecast
2021-05-01 15:45:00,15,0,1249.063156,1425.1428736104451,1429.6021941017198,1429.956202110994,1429.6021941017198,Q67,-180.53903810171983,90.26951905085991,,False,Over-forecast
2021-05-01 16:00:00,16,0,1235.076308,1410.706718783315,1417.8096583690333,1412.390161759046,1417.8096583690333,Q67,-182.73335036903336,91.36667518451668,,False,Over-forecast
2021-05-01 16:15:00,16,0,1221.622116,1402.0219854818404,1402.5090193526692,1400.124288450151,1402.5090193526692,Q67,-180.88690335266915,90.44345167633458,,False,Over-forecast
2021-05-01 16:30:00,16,0,1198.971296,1378.4132908978322,1378.375598578256,1378.1112409486357,1378.375598578256,Q67,-179.40430257825597,89.70215128912798,,False,Over-forecast
2021-05-01 16:45:00,16,0,1179.498288,1366.0949680456877,1367.6612030654987,1367.4031135654775,1367.6612030654987,Q67,-188.16291506549874,94.08145753274937,,False,Over-forecast
2021-05-01 17:00:00,17,0,1161.240424,1353.9948197298795,1354.7236391935105,1359.211891530839,1354.7236391935105,Q67,-193.48321519351043,96.74160759675522,,False,Over-forecast
2021-05-01 17:15:00,17,0,1145.783852,1337.7374441168906,1339.3177304868475,1335.766296820049,1339.3177304868475,Q67,-193.53387848684747,96.76693924342374,,False,Over-forecast
2021-05-01 17:30:00,17,0,1134.498252,1325.573250146561,1328.1102085859716,1325.6431379893857,1328.1102085859716,Q67,-193.61195658597148,96.80597829298574,,False,Over-forecast
2021-05-01 17:45:00,17,0,1122.6788,1309.4578024815933,1315.728955400778,1314.0679039114066,1315.728955400778,Q67,-193.05015540077807,96.52507770038903,,False,Over-forecast
